,id,date,store_nbr,item_nbr,unit_sales,onpromotion
105261266,105261266,2017-02-05,2,1400330,13.0,True
66792390,66792390,2016-01-05,20,723184,2.0,False
40695766,40695766,2015-02-06,43,1239955,4.0,False
108507680,108507680,2017-03-07,51,954796,6.0,False
21006211,21006211,2014-03-21,51,1179109,7.0,
64964307,64964307,2015-12-15,29,1005458,1.0,False
87648408,87648408,2016-08-10,50,514757,4.0,False
17776724,17776724,2014-01-24,27,1239902,5.138,
89320908,89320908,2016-08-28,27,165718,27.0,False
81426827,81426827,2016-06-07,6,368213,3.0,False
115498501,115498501,2017-05-13,23,841570,4.0,False
88888189,88888189,2016-08-23,46,847894,1.0,False
88152292,88152292,2016-08-16,7,759893,2.0,False
69226929,69226929,2016-01-31,25,1037838,2.0,False
10781292,10781292,2013-09-07,2,378685,22.0,
17533635,17533635,2014-01-20,35,1209720,1.0,
43236214,43236214,2015-03-20,29,507457,5.0,False
107804038,107804038,2017-03-01,23,1466836,1.0,False
35778606,35778606,2014-11-22,41,354922,1.0,False
37823861,37823861,2014-12-20,46,1457341,43.0,False
98569252,98569252,2016-12-01,33,1981900,2.0,False
62817968,62817968,2015-11-22,33,938576,7.0,False
42295745,42295745,2015-03-05,5,1364636,1.0,False
61660799,61660799,2015-11-09,49,1347977,6.0,False
106308964,106308964,2017-02-15,3,930247,4.0,False
113205507,113205507,2017-04-21,54,1243817,1.0,False
52341202,52341202,2015-07-26,25,158956,3.0,False
113533768,113533768,2017-04-24,53,1176562,6.0,False
23448706,23448706,2014-05-07,2,305081,6.0,False
93963408,93963408,2016-10-15,39,567644,1.0,False
25352533,25352533,2014-06-14,3,346066,7.0,False
93514219,93514219,2016-10-10,48,1988467,1.0,False
76465898,76465898,2016-04-16,31,215356,3.0,False
92711599,92711599,2016-10-02,42,552050,4.0,False
68219152,68219152,2016-01-20,36,1463914,1.0,False
48730687,48730687,2015-06-11,29,522941,6.0,False
99215180,99215180,2016-12-07,38,802833,1.0,False
120265951,120265951,2017-06-27,17,470624,12.0,False
52153030,52153030,2015-07-24,8,1693648,39.488,False
93287842,93287842,2016-10-08,38,1473482,31.51,False
117525825,117525825,2017-06-01,26,771156,1.0,False
5323704,5323704,2013-05-08,47,819228,11.891,
122549050,122549050,2017-07-18,47,318847,3.0,False
81980681,81980681,2016-06-13,3,2010359,5.0,False
14926779,14926779,2013-12-03,49,407499,14.0,
63685269,63685269,2015-12-01,53,308726,2.0,False
34878681,34878681,2014-11-09,46,115893,40.0,False
59907759,59907759,2015-10-21,49,1062338,2.0,False
50302665,50302665,2015-07-01,16,1094238,5.0,False
111418539,111418539,2017-04-04,42,1660188,8.0,False
53386749,53386749,2015-08-08,3,1239746,6.0,False
40411261,40411261,2015-02-01,50,890372,4.0,False
39071342,39071342,2015-01-10,3,594045,15.0,False
82605960,82605960,2016-06-19,42,586911,2.0,False
124295154,124295154,2017-08-04,27,2018397,12.0,False
9807312,9807312,2013-08-16,47,903283,45.606,
104477567,104477567,2017-01-28,42,1473484,3.882,False
83574836,83574836,2016-06-30,4,1457001,1.0,False
26790478,26790478,2014-07-09,10,358232,4.0,False
7831318,7831318,2013-07-04,1,358519,4.0,
123153871,123153871,2017-07-24,36,1246757,6.0,False
76907624,76907624,2016-04-21,2,414425,1.0,False
105743057,105743057,2017-02-09,37,1971461,2.0,False
37832265,37832265,2014-12-20,50,1398688,5.0,False
50461188,50461188,2015-07-03,11,686034,17.0,False
104285444,104285444,2017-01-26,49,1239793,6.0,False
84984556,84984556,2016-07-14,34,1464028,6.0,False
84529082,84529082,2016-07-09,45,1176560,6.0,False
73907744,73907744,2016-03-20,41,1473489,5.571,False
19555147,19555147,2014-02-26,50,913964,5.0,
41580044,41580044,2015-02-21,26,1047753,5.0,False
55191083,55191083,2015-08-29,42,1464086,3.0,False
97687172,97687172,2016-11-22,33,414621,1.0,True
124468340,124468340,2017-08-06,4,1464091,1.0,False
55837030,55837030,2015-09-06,3,716250,81.0,False
8901649,8901649,2013-07-28,3,115894,35.0,
93242751,93242751,2016-10-08,10,1695813,3.0,False
119535266,119535266,2017-06-20,18,1137146,3.0,False
35248512,35248512,2014-11-15,9,664537,3.0,False
34520090,34520090,2014-11-04,44,1502391,58.944,False
31606448,31606448,2014-09-24,11,1473427,1.449,False
48098388,48098388,2015-06-03,28,265672,4.0,False
23225891,23225891,2014-05-02,37,265258,10.0,False
71158283,71158283,2016-02-20,48,1958171,2.0,False
31456955,31456955,2014-09-22,3,1047698,8.0,False
120931030,120931030,2017-07-03,27,1609724,5.0,False
118433922,118433922,2017-06-09,52,368419,2.0,True
115004182,115004182,2017-05-08,34,838875,1.0,False
57448406,57448406,2015-09-24,47,1958201,9.0,False
38121482,38121482,2014-12-24,39,1502392,1.729,False
101730909,101730909,2017-01-02,20,671076,2.0,False
65545590,65545590,2015-12-21,33,1239856,10.681,False
123921640,123921640,2017-07-31,52,1322479,8.0,False
19704843,19704843,2014-03-01,39,770461,3.0,
74983710,74983710,2016-04-01,10,1400328,2.0,False
124230758,124230758,2017-08-03,48,890825,4.0,False
23336820,23336820,2014-05-04,43,865147,1.0,False
117090975,117090975,2017-05-28,20,1471462,34.0,False
17220059,17220059,2014-01-15,45,1906100,6.0,
26766925,26766925,2014-07-08,48,1229440,4.0,False
2330894,2330894,2013-02-27,51,1021281,4.0,
109681381,109681381,2017-03-19,11,407608,5.0,False
70081519,70081519,2016-02-09,25,1346632,2.0,False
82388761,82388761,2016-06-17,29,1920067,1.0,False
70643280,70643280,2016-02-15,20,1354380,6.0,True
46304963,46304963,2015-05-08,33,514242,7.0,False
92346768,92346768,2016-09-29,3,1463621,2.0,False
119243601,119243601,2017-06-17,36,2019084,6.0,False
84686174,84686174,2016-07-11,20,1328672,16.0,False
8257757,8257757,2013-07-13,33,158956,8.0,
62810892,62810892,2015-11-22,28,1397062,13.0,False
10497327,10497327,2013-08-31,49,1089046,4.0,
102381612,102381612,2017-01-08,22,1235251,5.0,False
123359026,123359026,2017-07-26,37,1958218,6.0,False
28784008,28784008,2014-08-09,30,265279,6.0,False
35439868,35439868,2014-11-17,46,638296,3.0,True
100361361,100361361,2016-12-18,41,2017202,4.0,False
16217612,16217612,2013-12-29,51,1121514,1.0,
71402520,71402520,2016-02-23,26,671068,2.0,False
27430016,27430016,2014-07-18,48,1040170,5.0,False
85169324,85169324,2016-07-16,29,1047674,8.0,False
10124274,10124274,2013-08-23,45,843607,6.0,
8142263,8142263,2013-07-10,49,570869,1.0,
72834490,72834490,2016-03-09,24,1112839,7.0,False
17419396,17419396,2014-01-18,48,949296,9.0,
46792587,46792587,2015-05-15,54,1096235,1.0,False
59657941,59657941,2015-10-19,6,849142,11.0,False
78869002,78869002,2016-05-11,24,1463603,1.0,False
31894701,31894701,2014-09-28,25,1464217,1.0,False
32257166,32257166,2014-10-03,33,1696039,131.1,False
23647535,23647535,2014-05-11,4,268834,3.0,False
17090564,17090564,2014-01-13,44,115850,2.0,
122928436,122928436,2017-07-22,31,1239870,6.344,False
113463240,113463240,2017-04-24,17,828630,34.0,False
52902909,52902909,2015-08-02,12,1089846,7.0,True
26511387,26511387,2014-07-05,7,1239955,5.0,False
84246959,84246959,2016-07-06,47,1464208,12.0,False
69184614,69184614,2016-01-31,2,1463888,4.0,False
105017152,105017152,2017-02-02,45,1160882,3.0,False
34206871,34206871,2014-10-31,28,364738,9.0,False
100817654,100817654,2016-12-22,53,584027,1.894,False
71464252,71464252,2016-02-24,7,464336,3.0,False
63148050,63148050,2015-11-26,11,1076335,3.0,False
108566570,108566570,2017-03-08,30,762405,2.0,False
74428969,74428969,2016-03-26,18,222975,6.0,False
77089916,77089916,2016-04-22,53,315220,3.0,False
537345,537345,2013-01-15,13,655427,2.0,
115189321,115189321,2017-05-10,22,655427,1.0,False
109197458,109197458,2017-03-14,34,1047786,2.0,False
63612106,63612106,2015-12-01,11,418235,10.0,False
96885921,96885921,2016-11-14,20,1239908,13.0,False
84929584,84929584,2016-07-13,53,1660188,1.0,True
87168814,87168814,2016-08-06,2,1464002,5.0,False
96885240,96885240,2016-11-14,20,527757,2.0,False
124743994,124743994,2017-08-08,40,1309672,1.0,False
72397731,72397731,2016-03-04,50,1460021,4.0,False
20177383,20177383,2014-03-08,51,1239856,14.181,
46860591,46860591,2015-05-16,50,1394348,2.0,False
112513229,112513229,2017-04-15,18,268664,3.0,False
77724518,77724518,2016-04-29,43,1159415,24.0,False
76734528,76734528,2016-04-19,12,164647,2.0,False
19327416,19327416,2014-02-22,16,1149225,13.0,
71116096,71116096,2016-02-20,26,876223,1.0,False
88394072,88394072,2016-08-18,41,179274,11.0,False
112009384,112009384,2017-04-10,20,1463866,3.0,False
63807020,63807020,2015-12-03,12,1958231,2.0,False
77823686,77823686,2016-04-30,41,1609719,4.0,False
52297617,52297617,2015-07-25,50,849312,9.0,False
112684409,112684409,2017-04-16,48,2031273,14.0,False
22619453,22619453,2014-04-20,10,122425,1.0,False
82936094,82936094,2016-06-23,15,269286,1.0,False
95067721,95067721,2016-10-27,5,1971338,2.0,False
16324501,16324501,2014-01-01,36,1473476,1.975,
124644525,124644525,2017-08-07,41,2049778,31.0,False
20557267,20557267,2014-03-15,1,165594,9.0,
109564504,109564504,2017-03-18,8,1229025,9.0,False
118369534,118369534,2017-06-09,18,838842,3.0,False
38878278,38878278,2015-01-06,39,1354390,1.0,False
111165064,111165064,2017-04-02,20,119187,6.0,False
106416376,106416376,2017-02-16,6,208514,4.0,True
65153923,65153923,2015-12-17,32,1339795,2.0,False
114096682,114096682,2017-04-30,17,1965878,11.0,False
34936746,34936746,2014-11-10,37,459762,1.0,False
14778777,14778777,2013-12-01,4,805321,4.0,
32229827,32229827,2014-10-03,8,789904,15.0,False
56186442,56186442,2015-09-10,5,315176,7.0,False
12438240,12438240,2013-10-13,1,114790,3.0,
42470431,42470431,2015-03-07,50,872306,1.0,False
81597376,81597376,2016-06-08,53,1230417,6.0,False
96440581,96440581,2016-11-09,46,1990881,15.0,False
78613353,78613353,2016-05-08,42,1489882,44.0,False
13080102,13080102,2013-10-26,54,264752,4.0,
33441781,33441781,2014-10-20,18,988408,6.0,False
74573998,74573998,2016-03-27,45,1320701,6.0,False
5724666,5724666,2013-05-18,3,215327,5.0,
13149483,13149483,2013-10-28,25,358561,1.0,
17704736,17704736,2014-01-23,16,907686,14.0,
47686430,47686430,2015-05-29,9,1229028,10.0,False
120254095,120254095,2017-06-27,9,679602,2.0,False
106801048,106801048,2017-02-19,44,2008571,14.0,False
36325293,36325293,2014-11-30,25,1306197,7.0,False
93403707,93403707,2016-10-09,44,1102268,19.0,False
32619530,32619530,2014-10-08,38,781797,3.0,False
12110698,12110698,2013-10-05,48,958514,4.0,
76902630,76902630,2016-04-20,53,781794,8.0,False
60629116,60629116,2015-10-29,51,1642399,9.016,False
107116140,107116140,2017-02-22,48,859932,8.0,False
73635835,73635835,2016-03-17,50,1082907,1.0,False
36121802,36121802,2014-11-27,37,1047705,1.0,False
77196026,77196026,2016-04-24,2,655744,3.0,False
86481952,86481952,2016-07-30,9,1463882,2.0,False
38399257,38399257,2014-12-29,24,939130,11.0,False
124116000,124116000,2017-08-02,44,360705,3.0,False
102686649,102686649,2017-01-11,19,1464087,21.0,False
90697504,90697504,2016-09-11,37,115693,4.0,False
6062989,6062989,2013-05-25,37,1146784,4.0,
108983019,108983019,2017-03-12,29,1114749,3.0,False
97390050,97390050,2016-11-19,38,209085,1.0,False
65565238,65565238,2015-12-21,44,1457240,2.0,False
55193023,55193023,2015-08-29,44,364829,5.0,False
15273677,15273677,2013-12-10,41,736128,1.0,
4035474,4035474,2013-04-08,46,890213,4.0,
24509484,24509484,2014-05-28,37,996537,4.0,False
72072840,72072840,2016-03-01,32,1463786,10.0,True
52842446,52842446,2015-08-01,31,1501579,3.0,False
122930630,122930630,2017-07-22,33,329070,3.0,False
25221140,25221140,2014-06-11,19,1239913,6.0,False
77965298,77965298,2016-05-02,4,1334074,1.0,False
9875136,9875136,2013-08-18,14,557256,1.0,
96031536,96031536,2016-11-05,44,1441515,13.0,False
116640063,116640063,2017-05-24,5,1463994,4.0,False
46296670,46296670,2015-05-08,25,584188,4.136,True
20079437,20079437,2014-03-07,27,1239818,5.0,
46299344,46299344,2015-05-08,27,1239796,13.0,False
6596341,6596341,2013-06-06,32,804974,2.0,
85195859,85195859,2016-07-16,44,968937,23.0,False
100252070,100252070,2016-12-17,43,1463797,11.0,True
63267860,63267860,2015-11-27,36,1209720,4.0,False
83166296,83166296,2016-06-25,42,1165988,1.0,False
77597917,77597917,2016-04-28,20,504457,8.0,False
122919597,122919597,2017-07-22,26,1457256,1.0,False
71478329,71478329,2016-02-24,16,414478,1.0,False
27189164,27189164,2014-07-15,9,1209721,6.0,False
20585311,20585311,2014-03-15,24,414623,7.0,
16123012,16123012,2013-12-28,7,634008,1.893,
45617241,45617241,2015-04-27,44,839362,19.0,False
111501815,111501815,2017-04-05,31,469643,2.0,False
99533072,99533072,2016-12-10,44,1986825,7.0,False
114530665,114530665,2017-05-04,11,129297,4.0,True
27822190,27822190,2014-07-24,40,1239749,2.0,False
51805084,51805084,2015-07-19,45,850545,3.0,False
106061375,106061375,2017-02-12,37,1990640,5.0,False
106444423,106444423,2017-02-16,22,464333,9.0,False
56783342,56783342,2015-09-17,4,368136,9.0,False
73870327,73870327,2016-03-20,19,1958238,4.0,False
69960874,69960874,2016-02-08,6,411487,1.0,False
37000099,37000099,2014-12-09,37,819934,5.0,False
37493514,37493514,2014-12-16,18,407500,7.0,False
119765142,119765142,2017-06-22,34,2011073,7.0,False
3956125,3956125,2013-04-07,2,210798,6.0,
123482916,123482916,2017-07-27,49,1333307,132.0,False
48232493,48232493,2015-06-05,10,673415,1.0,False
11279537,11279537,2013-09-17,47,671062,8.0,
37574999,37574999,2014-12-17,26,913966,4.0,True
71883817,71883817,2016-02-28,36,749720,2.0,False
63234685,63234685,2015-11-27,11,1695848,1.353,False
89128370,89128370,2016-08-26,27,700610,2.0,False
70772270,70772270,2016-02-16,42,514597,1.0,False
72928272,72928272,2016-03-10,25,1695931,6.71,False
76004473,76004473,2016-04-11,34,469643,1.0,False
81033155,81033155,2016-06-03,4,1331068,1.0,False
8998153,8998153,2013-07-30,8,938129,4.0,
107921717,107921717,2017-03-02,28,1087467,4.0,False
74155144,74155144,2016-03-23,21,1503823,1.235,False
50220173,50220173,2015-06-30,15,1047757,1.0,False
94005369,94005369,2016-10-16,4,511172,4.0,False
98767893,98767893,2016-12-03,26,1987653,1.0,False
27707450,27707450,2014-07-22,51,809184,1.0,False
22827870,22827870,2014-04-24,32,1158719,1.0,False
7638416,7638416,2013-06-29,46,910928,6.0,
30763082,30763082,2014-09-12,7,882624,6.0,False
117636403,117636403,2017-06-02,28,638240,4.0,False
53369790,53369790,2015-08-07,47,1047775,12.0,False
41287943,41287943,2015-02-16,38,563966,5.0,False
88616815,88616815,2016-08-21,1,1178687,1.0,False
105794415,105794415,2017-02-10,8,903286,46.429,True
40074484,40074484,2015-01-27,9,1078288,1.0,False
39144933,39144933,2015-01-11,12,903283,9.155,False
109092789,109092789,2017-03-13,31,1224521,2.0,False
33514920,33514920,2014-10-21,24,1464086,3.0,False
70388884,70388884,2016-02-12,43,361502,2.0,False
76126693,76126693,2016-04-12,49,956012,19.0,True
122909219,122909219,2017-07-22,20,2067056,9.0,True
78231201,78231201,2016-05-04,46,906979,14.0,False
68821971,68821971,2016-01-27,6,229368,6.0,False
58191628,58191628,2015-10-03,14,872309,7.0,False
741960,741960,2013-01-20,16,557257,12.0,
39423099,39423099,2015-01-16,6,315713,1.0,False
60486615,60486615,2015-10-28,16,514242,5.0,False
123335773,123335773,2017-07-26,23,456870,1.0,False
64535372,64535372,2015-12-10,54,1146786,41.0,False
123657934,123657934,2017-07-29,32,1222571,1.0,False
105841803,105841803,2017-02-10,37,1239797,3.0,False
47772312,47772312,2015-05-30,20,809882,5.0,False
97694033,97694033,2016-11-22,37,1157462,5.0,False
14256145,14256145,2013-11-20,24,564272,1.0,
44789810,44789810,2015-04-14,24,258396,10.0,False
77518277,77518277,2016-04-27,26,1239955,1.0,False
62431129,62431129,2015-11-18,21,888063,2.0,False
124882311,124882311,2017-08-10,3,1167175,4.0,False
53637025,53637025,2015-08-11,2,1503854,3.0,False
116517124,116517124,2017-05-22,50,796395,4.0,False
54473008,54473008,2015-08-21,12,414454,6.0,False
94979224,94979224,2016-10-26,7,261053,17.0,False
58175327,58175327,2015-10-03,5,2011148,1.0,False
26317169,26317169,2014-07-02,13,1464070,9.0,False
81844359,81844359,2016-06-11,39,1961112,5.762,False
124254841,124254841,2017-08-04,5,781798,2.0,False
59960325,59960325,2015-10-22,29,587104,4.631,True
11685995,11685995,2013-09-26,48,115893,3.0,
2470170,2470170,2013-03-03,8,871600,7.0,
9839875,9839875,2013-08-17,31,873687,4.0,
8972247,8972247,2013-07-29,35,502331,9.0,
32886804,32886804,2014-10-12,26,315460,1.0,False
28552865,28552865,2014-08-05,5,1171140,3.0,False
51733490,51733490,2015-07-18,50,1575235,2.0,False
2822039,2822039,2013-03-11,25,1047695,1.0,
66275814,66275814,2015-12-30,6,911989,11.0,False
8118634,8118634,2013-07-10,17,506717,3.0,
23611957,23611957,2014-05-10,19,454413,45.0,False
116912808,116912808,2017-05-26,44,679603,10.0,False
48300553,48300553,2015-06-06,4,1463883,5.0,False
102899025,102899025,2017-01-13,28,1464076,5.0,False
37994398,37994398,2014-12-23,2,378332,3.0,False
98737242,98737242,2016-12-03,10,1047774,2.0,False
82342268,82342268,2016-06-17,2,252698,1.484,True
35480974,35480974,2014-11-18,23,1473513,1.744,False
43305420,43305420,2015-03-21,33,1159415,42.0,False
66976270,66976270,2016-01-07,18,514149,3.0,False
99977676,99977676,2016-12-15,5,1071949,1.0,False
75420296,75420296,2016-04-05,28,1024975,1.0,False
98347525,98347525,2016-11-29,17,165594,16.0,False
113529808,113529808,2017-04-24,51,1920046,1.0,False
65494062,65494062,2015-12-21,3,1146974,2.0,False
40856402,40856402,2015-02-09,18,507867,5.0,False
71480146,71480146,2016-02-24,17,1229591,6.0,False
37828500,37828500,2014-12-20,48,1695888,7.442,False
52258601,52258601,2015-07-25,26,1157564,5.0,False
120634716,120634716,2017-06-30,50,2028217,6.0,False
39669062,39669062,2015-01-20,11,1346631,1.0,False
30414942,30414942,2014-09-07,4,265266,27.0,False
1302849,1302849,2013-02-03,4,223136,34.0,
5166206,5166206,2013-05-05,9,559493,60.0,
65161840,65161840,2015-12-17,37,1939531,2.0,False
60350705,60350705,2015-10-26,42,841612,3.0,False
19904587,19904587,2014-03-04,45,1057033,53.0,
19540775,19540775,2014-02-26,37,1038952,5.0,
71078185,71078185,2016-02-20,4,1473415,11.0,False
95253485,95253485,2016-10-29,6,507457,5.0,True
114240280,114240280,2017-05-01,32,153267,3.0,False
11152991,11152991,2013-09-15,6,279494,3.0,
23902851,23902851,2014-05-16,17,987768,5.0,False
92290117,92290117,2016-09-28,24,1976710,3.0,False
10511188,10511188,2013-09-01,9,876225,8.0,
109122180,109122180,2017-03-13,46,1958262,1.0,False
107371847,107371847,2017-02-25,19,572838,4.0,False
88228592,88228592,2016-08-16,50,1471913,2.0,False
103298473,103298473,2017-01-17,12,471980,2.0,False
15540328,15540328,2013-12-15,51,457928,54.158,
9287225,9287225,2013-08-05,19,1047699,2.0,
25953397,25953397,2014-06-25,43,686036,2.0,False
49138559,49138559,2015-06-16,37,514172,11.0,False
120780333,120780333,2017-07-02,9,164088,6.0,False
117204816,117204816,2017-05-29,22,1457396,4.0,True
99736083,99736083,2016-12-12,39,1102268,2.0,False
46010099,46010099,2015-05-03,53,1324591,1.0,False
81039594,81039594,2016-06-03,7,1464209,4.0,False
62360048,62360048,2015-11-17,33,1473483,7.265,True
38693364,38693364,2015-01-03,35,939130,4.0,False
95539069,95539069,2016-10-31,50,1422815,1.0,True
97178642,97178642,2016-11-17,26,1239953,1.0,False
16201390,16201390,2013-12-29,38,115847,2.0,
78471960,78471960,2016-05-07,19,513855,1.0,False
76514809,76514809,2016-04-17,2,1239880,3.895,False
53750131,53750131,2015-08-12,24,884878,6.0,False
85656455,85656455,2016-07-21,31,464907,1.0,False
102006365,102006365,2017-01-04,47,1239782,12.0,False
123199201,123199201,2017-07-25,3,167437,14.0,False
93439362,93439362,2016-10-10,6,413987,12.0,False
59192925,59192925,2015-10-14,6,215332,1.0,False
98678254,98678254,2016-12-02,38,265258,2.0,False
24187918,24187918,2014-05-22,4,410866,5.0,False
85394894,85394894,2016-07-18,43,1463566,1.0,False
37247579,37247579,2014-12-13,6,258395,1.0,False
91130287,91130287,2016-09-16,15,1148018,1.0,True
22933813,22933813,2014-04-26,40,1114567,1.0,False
47321647,47321647,2015-05-23,47,208699,9.0,False
48556500,48556500,2015-06-09,10,1047705,1.0,False
10474910,10474910,2013-08-31,26,1089844,3.0,
65428828,65428828,2015-12-20,23,1464070,4.0,False
43394555,43394555,2015-03-22,51,819206,7.149,False
71994831,71994831,2016-02-29,44,1017791,3.0,False
72573073,72573073,2016-03-06,38,874593,1.0,False
109703535,109703535,2017-03-19,23,964753,2.0,False
17340003,17340003,2014-01-17,40,1463860,86.0,
118905231,118905231,2017-06-14,21,1239856,4.874,False
100257887,100257887,2016-12-17,45,1696021,17.0,False
64796529,64796529,2015-12-13,41,2011200,4.0,False
39615885,39615885,2015-01-19,16,564288,6.0,False
13417020,13417020,2013-11-03,11,211999,1.0,
56811512,56811512,2015-09-17,24,258396,23.0,False
119156284,119156284,2017-06-16,47,1157564,28.0,False
124618587,124618587,2017-08-07,26,1473405,5.0,False
89164134,89164134,2016-08-26,47,1259007,1.0,True
57926103,57926103,2015-09-30,23,574898,4.0,False
118538235,118538235,2017-06-10,49,1905638,7.0,False
101916080,101916080,2017-01-04,1,1400331,4.0,False
88641036,88641036,2016-08-21,13,404334,1.0,False
79103441,79103441,2016-05-13,53,1961161,5.0,True
107921337,107921337,2017-03-02,28,699689,6.181,True
100592871,100592871,2016-12-20,48,358272,3.0,False
109591698,109591698,2017-03-18,23,767183,1.0,False
47384697,47384697,2015-05-24,41,830829,7.0,False
114602027,114602027,2017-05-04,50,414354,3.0,False
81024647,81024647,2016-06-02,54,1047680,1.0,False
125478832,125478832,2017-08-15,46,1977420,11.0,False
82007631,82007631,2016-06-13,20,502230,1.0,False
11654043,11654043,2013-09-26,6,830749,3.0,
158889,158889,2013-01-05,47,508947,10.0,
80994550,80994550,2016-06-02,38,1920141,1.0,False
89967228,89967228,2016-09-04,5,368260,7.0,False
80645970,80645970,2016-05-30,3,853196,3.0,False
30302015,30302015,2014-09-05,28,1464217,6.0,False
38539287,38539287,2014-12-31,12,1047775,4.0,False
5672767,5672767,2013-05-16,47,321798,1.0,
28714173,28714173,2014-08-08,8,1222571,26.0,False
22809347,22809347,2014-04-24,7,305345,3.0,False
79548418,79548418,2016-05-18,30,371437,4.0,False
11613710,11613710,2013-09-25,9,1024976,4.0,
74507179,74507179,2016-03-27,6,938657,4.0,False
121860295,121860295,2017-07-12,12,1147731,1.0,False
104698020,104698020,2017-01-30,45,318932,9.0,False
96420515,96420515,2016-11-09,37,1052022,10.0,False
120835072,120835072,2017-07-02,37,1625605,27.296,False
80610735,80610735,2016-05-29,40,1105211,3.0,False
76886036,76886036,2016-04-20,45,770463,12.0,False
125313280,125313280,2017-08-14,11,627885,7.0,False
35753427,35753427,2014-11-22,18,1464086,51.0,False
51892738,51892738,2015-07-20,48,106716,9.0,False
89397513,89397513,2016-08-29,11,1176561,1.0,False
71649475,71649475,2016-02-26,9,1394348,13.0,False
26070560,26070560,2014-06-28,4,155621,1.0,False
119615805,119615805,2017-06-21,5,1410850,1.0,False
53400771,53400771,2015-08-08,11,578467,1.0,False
57570866,57570866,2015-09-26,17,468265,6.0,False
118459057,118459057,2017-06-10,9,964752,39.0,False
96979739,96979739,2016-11-15,20,956011,2.0,True
64937654,64937654,2015-12-15,11,1695979,1.243,True
120730327,120730327,2017-07-01,43,859966,5.0,False
57653883,57653883,2015-09-27,11,987768,5.0,False
41276716,41276716,2015-02-16,26,364413,3.0,False
19529407,19529407,2014-02-26,24,127547,1.0,
65748648,65748648,2015-12-23,37,1473414,37.398,True
63573508,63573508,2015-11-30,45,1457202,2.0,False
15776065,15776065,2013-12-20,32,671067,2.0,
60396265,60396265,2015-10-27,13,265279,14.0,False
58165745,58165745,2015-10-03,1,1305845,9.0,False
124241105,124241105,2017-08-03,52,1456993,3.0,False
20764845,20764845,2014-03-18,6,1463897,3.0,
94919346,94919346,2016-10-25,29,315473,3.0,False
99800998,99800998,2016-12-13,18,502067,2.0,False
87582353,87582353,2016-08-10,11,657869,1.0,False
92093574,92093574,2016-09-26,15,1988975,1.0,False
58195398,58195398,2015-10-03,17,153267,1.0,False
24996054,24996054,2014-06-07,4,559044,2.0,False
26760861,26760861,2014-07-08,45,890213,10.0,False
84338897,84338897,2016-07-07,47,847569,4.0,False
59652692,59652692,2015-10-19,3,1457178,1.0,False
112927551,112927551,2017-04-19,14,1239870,3.754,False
38221228,38221228,2014-12-27,1,1146801,4.0,False
94924068,94924068,2016-10-25,32,269029,2.0,False
91586345,91586345,2016-09-20,53,1473403,8.242,False
113178439,113178439,2017-04-21,43,1457004,4.0,False
20231815,20231815,2014-03-09,45,308916,4.0,
47253057,47253057,2015-05-22,48,258396,6.0,False
108172305,108172305,2017-03-04,45,812735,1.0,False
117563561,117563561,2017-06-01,46,664539,4.0,False
98142357,98142357,2016-11-27,13,1239806,2.0,False
83372215,83372215,2016-06-27,47,812726,1.0,False
61735693,61735693,2015-11-10,43,633977,1.201,False
32901137,32901137,2014-10-12,38,264452,6.0,False
75436317,75436317,2016-04-05,38,1465130,1.0,False
17447201,17447201,2014-01-19,14,1066901,26.0,
102788982,102788982,2017-01-12,21,1920045,1.0,False
108313792,108313792,2017-03-06,3,1913595,4.0,True
119376549,119376549,2017-06-18,46,886396,2.0,False
77132826,77132826,2016-04-23,22,122419,1.0,False
56608726,56608726,2015-09-15,1,1062338,4.0,False
104101005,104101005,2017-01-25,2,410866,4.0,False
110037370,110037370,2017-03-22,35,1977901,1.0,True
57631137,57631137,2015-09-26,53,567787,1.0,False
20593500,20593500,2014-03-15,31,557289,4.0,
54692844,54692844,2015-08-23,44,1248391,8.0,False
71519852,71519852,2016-02-24,43,407769,2.0,False
101220771,101220771,2016-12-27,38,2008562,1.0,False
112600096,112600096,2017-04-16,6,1346410,5.0,False
100062661,100062661,2016-12-15,51,1161557,9.0,False
55559500,55559500,2015-09-02,48,1576328,2.0,False
6574350,6574350,2013-06-06,3,724359,9.0,
73580665,73580665,2016-03-17,18,849139,4.0,False
55578113,55578113,2015-09-03,5,1346636,20.0,False
122949994,122949994,2017-07-22,43,364829,23.0,False
38071121,38071121,2014-12-24,2,583968,0.909,False
77528703,77528703,2016-04-27,34,584032,14.786,False
14096893,14096893,2013-11-17,8,847863,7.0,
31105166,31105166,2014-09-16,54,1575231,1.0,False
60007655,60007655,2015-10-23,3,1464070,21.0,False
7433203,7433203,2013-06-25,9,668753,3.0,
36520953,36520953,2014-12-03,3,1463888,7.0,False
28822975,28822975,2014-08-10,9,954805,2.0,False
51000548,51000548,2015-07-09,47,859529,1.0,False
123769537,123769537,2017-07-30,32,1463865,7.0,False
18814442,18814442,2014-02-11,50,582864,68.534,
17207661,17207661,2014-01-15,36,740714,3.0,
121751855,121751855,2017-07-11,8,1932492,2.0,False
18018191,18018191,2014-01-28,8,211205,2.0,
30844688,30844688,2014-09-13,16,1457256,5.0,False
33448177,33448177,2014-10-20,26,586969,1.0,False
82837104,82837104,2016-06-22,9,683723,1.0,False
27808485,27808485,2014-07-24,28,471980,1.0,False
